,workclass,education,age
17862, Private, HS-grad,33
17863, Private, Some-college,20
17864, Private, 12th,25
17865, State-gov, Some-college,49
17866, Private, HS-grad,21
17867, Private, Bachelors,45
17868, Local-gov, HS-grad,36
17869, Private, 5th-6th,41
17870, Private, Bachelors,23
17871, Private, Bachelors,47
17872, Private, HS-grad,41
17873, Private, HS-grad,30
17874, Local-gov, Some-college,29
17875, Private, 7th-8th,31
17876, ?, 9th,64
17877, Private, 9th,55
17878, Private, HS-grad,19
17879, State-gov, 12th,31
17880, State-gov, 11th,18
17881, Private, HS-grad,68
17882, ?, Some-college,50
17883, Local-gov, Some-college,36
17884, Private, Prof-school,44
17885, Self-emp-not-inc, HS-grad,58
17886, Private, HS-grad,20
17887, Private, 10th,18
17888, Private, HS-grad,32
17889, Self-emp-not-inc, HS-grad,49
17890, Private, HS-grad,34
17891, Private, HS-grad,22
17892, Private, HS-grad,40
17893, Private, HS-grad,35
17894, Private, Some-college,26
17895, Self-emp-not-inc, 12th,44
17896, Private, HS-grad,55
17897, Private, Assoc-voc,21
17898, Private, Some-college,54
17899, Local-gov, Some-college,39
17900, Private, HS-grad,52
17901, Self-emp-inc, Bachelors,57
17902, ?, 7th-8th,67
17903, State-gov, HS-grad,58
17904, Local-gov, Some-college,27
17905, ?, HS-grad,66
17906, Private, Some-college,41
17907, Private, 11th,18
17908, Private, HS-grad,58
17909, Private, 5th-6th,50
17910, Private, Some-college,31
17911, Private, 10th,32
17912, Self-emp-not-inc, Some-college,37
17913, Self-emp-not-inc, Bachelors,26
17914, Local-gov, Assoc-voc,33
17915, State-gov, HS-grad,35
17916, Private, Bachelors,44
17917, Private, Bachelors,26
17918, Federal-gov, HS-grad,48
17919, Private, Bachelors,40
17920, Private, 10th,62
17921, Private, Prof-school,37
17922, Private, 11th,18
17923, Private, HS-grad,48
17924, Private, Masters,45
17925, Private, Some-college,35
17926, Private, HS-grad,35
17927, Self-emp-not-inc, HS-grad,34
17928, Private, HS-grad,29
17929, Private, Some-college,19
17930, State-gov, Some-college,53
17931, Private, Some-college,49
17932, Private, HS-grad,71
17933, Private, 7th-8th,38
17934, Local-gov, Masters,39
17935, Private, Bachelors,23
17936, Self-emp-inc, Bachelors,29
17937, Private, 5th-6th,52
17938, Private, Some-college,41
17939, Private, Some-college,20
17940, Private, Some-college,30
17941, Private, 10th,56
17942, Private, HS-grad,26
17943, Federal-gov, HS-grad,36
17944, Local-gov, Bachelors,26
17945, Private, Assoc-acdm,58
17946, Private, Bachelors,24
17947, Private, Some-college,41
17948, Private, Some-college,27
17949, State-gov, Some-college,28
17950, Self-emp-inc, HS-grad,57
17951, State-gov, Some-college,21
17952, Private, HS-grad,50
17953, Private, HS-grad,27
17954, Private, Bachelors,58
17955, Self-emp-not-inc, Bachelors,27
17956, Private, HS-grad,36
17957, Local-gov, Bachelors,68
17958, Self-emp-inc, HS-grad,33
17959, Private, Some-college,19
17960, Private, HS-grad,26
17961, Private, HS-grad,37
17962, Private, HS-grad,53
17963, Private, Some-college,32
17964, Private, 11th,18
17965, Private, HS-grad,53
17966, Self-emp-not-inc, Bachelors,40
17967, Private, Some-college,50
17968, Private, Bachelors,43
17969, Private, Bachelors,60
17970, Self-emp-not-inc, HS-grad,28
17971, Private, HS-grad,34
17972, Private, HS-grad,37
17973, Private, HS-grad,25
17974, Private, Masters,46
17975, Private, 11th,21
17976, Private, Bachelors,26
17977, Private, HS-grad,47
17978, Private, 12th,18
17979, Private, Bachelors,22
17980, Private, Some-college,36
17981, Self-emp-not-inc, HS-grad,59
17982, Private, HS-grad,33
17983, Private, 10th,33
17984, Self-emp-inc, Bachelors,53
17985, State-gov, Some-college,44
17986, Private, HS-grad,55
17987, Private, HS-grad,56
17988, Self-emp-not-inc, Some-college,54
17989, Private, HS-grad,51
17990, Private, Some-college,31
17991, Private, Masters,43
17992, Private, HS-grad,44
17993, Private, Some-college,22
17994, State-gov, HS-grad,43
17995, State-gov, Assoc-acdm,26
17996, Private, Bachelors,30
17997, Private, 9th,30
17998, Private, HS-grad,46
17999, Private, Bachelors,27
18000, Private, HS-grad,26
18001, Private, Bachelors,36
18002, Self-emp-not-inc, HS-grad,25
18003, Federal-gov, Prof-school,30
18004, State-gov, HS-grad,46
18005, Private, Some-college,47
18006, Self-emp-inc, Bachelors,66
18007, Private, 10th,43
18008, ?, HS-grad,71
18009, Federal-gov, Bachelors,36
18010, ?, HS-grad,46
18011, Local-gov, Some-college,44
18012, Private, Doctorate,42
18013, Private, Bachelors,39
18014, Private, Assoc-acdm,36
18015, Self-emp-not-inc, Bachelors,60
18016, Private, Some-college,37
18017, Private, Bachelors,26
18018, Private, Bachelors,24
18019, ?, 11th,17
18020, Local-gov, Masters,45
18021, Private, Some-college,54
18022, Private, Some-college,22
18023, Local-gov, Masters,63
18024, Private, HS-grad,22
18025, Private, Some-college,27
18026, Private, 9th,33
18027, Private, Bachelors,64
18028, Private, Assoc-acdm,50
18029, Self-emp-not-inc, Assoc-voc,44
18030, Private, HS-grad,31
18031, Private, HS-grad,44
18032, Self-emp-not-inc, 10th,53
18033, Local-gov, HS-grad,33
18034, Federal-gov, 12th,34
18035, Private, HS-grad,27
18036, ?, Assoc-voc,43
18037, Self-emp-not-inc, HS-grad,80
18038, Private, Assoc-acdm,31
18039, Private, HS-grad,40
18040, Local-gov, Bachelors,53
18041, Private, HS-grad,58
18042, Private, Some-college,38
18043, Private, Prof-school,33
18044, Local-gov, Bachelors,48
18045, Private, Some-college,23
18046, Self-emp-not-inc, HS-grad,31
18047, Self-emp-not-inc, Masters,52
18048, Private, HS-grad,24
18049, Self-emp-not-inc, 9th,45
18050, Private, HS-grad,36
18051, Private, 5th-6th,52
18052, Private, HS-grad,54
18053, Private, Prof-school,39
18054, Private, Bachelors,40
18055, Private, HS-grad,28
18056, ?, Some-college,21
18057, Private, Some-college,23
18058, Self-emp-inc, 7th-8th,36
18059, Private, Some-college,22
18060, Local-gov, Masters,55
18061, Private, HS-grad,71
18062, Private, Doctorate,47
18063, Self-emp-inc, 10th,17
18064, Private, Bachelors,31
18065, Private, Some-college,32
18066, Private, Some-college,46
18067, Private, Bachelors,27
18068, Federal-gov, Some-college,39
18069, Private, HS-grad,40
18070, Private, HS-grad,30
18071, Private, 9th,17
18072, Private, Masters,33
18073, Private, Doctorate,72
18074, Federal-gov, Some-college,34
18075, Private, HS-grad,65
18076, Private, Bachelors,36
18077, Private, HS-grad,32
18078, Private, Some-college,26
18079, Private, HS-grad,22
18080, Private, Prof-school,47
18081, Private, Some-college,31
18082, Self-emp-not-inc, Bachelors,28
18083, Private, Masters,38
18084, Private, Assoc-acdm,34
18085, Private, Bachelors,44
18086, Private, Some-college,27
18087, Local-gov, Bachelors,50
18088, Private, HS-grad,47
18089, Private, Some-college,20
18090, Private, HS-grad,24
18091, Federal-gov, Some-college,29
18092, Local-gov, Assoc-voc,37
18093, Private, Assoc-acdm,42
18094, ?, Some-college,20
18095, Private, Some-college,68
18096, Local-gov, Some-college,22
18097, Self-emp-not-inc, HS-grad,72
18098, Federal-gov, Some-college,45
18099, Local-gov, HS-grad,30
18100, Private, HS-grad,33
18101, Private, HS-grad,43
18102, Private, Some-college,56
18103, Self-emp-not-inc, Assoc-voc,25
18104, Private, HS-grad,41
18105, Private, Bachelors,25
18106, State-gov, Assoc-acdm,31
18107, Private, HS-grad,36
18108, Private, Bachelors,37
18109, Self-emp-not-inc, HS-grad,58
18110, Private, Bachelors,26
18111, Private, Some-college,55
18112, Federal-gov, Some-college,46
18113, Private, Bachelors,44
18114, Private, 11th,44
18115, State-gov, Bachelors,28
18116, Private, 10th,42
18117, Private, HS-grad,41
18118, Private, Bachelors,39
18119, Self-emp-not-inc, Assoc-voc,64
18120, Private, Some-college,20
18121, Local-gov, Some-college,45
18122, Private, HS-grad,31
18123, Federal-gov, Masters,36
18124, Private, 9th,32
18125, Self-emp-not-inc, Assoc-voc,33
18126, Self-emp-not-inc, HS-grad,51
18127, Private, HS-grad,36
18128, Private, HS-grad,40
18129, Private, Assoc-voc,44
18130, Private, HS-grad,40
18131, Private, Assoc-voc,46
18132, Self-emp-not-inc, Prof-school,31
18133, Private, HS-grad,30
18134, Private, HS-grad,26
18135, Private, Bachelors,25
18136, Self-emp-not-inc, Assoc-acdm,35
18137, Private, Prof-school,29
18138, Private, Assoc-acdm,39
18139, Self-emp-not-inc, Some-college,44
18140, Private, HS-grad,37
18141, Self-emp-not-inc, Assoc-voc,79
18142, Private, Bachelors,36
18143, Private, Some-college,44
18144, Private, HS-grad,23
18145, Private, Bachelors,27
18146, Self-emp-not-inc, Bachelors,46
18147, Private, HS-grad,58
18148, Private, Assoc-acdm,36
18149, Private, HS-grad,36
18150, Private, Some-college,21
18151, State-gov, HS-grad,41
18152, Federal-gov, HS-grad,49
18153, Private, Bachelors,34
18154, Private, HS-grad,29
18155, Private, Bachelors,63
18156, Federal-gov, Bachelors,29
18157, Private, Some-college,65
18158, Private, Bachelors,26
18159, Private, Doctorate,42
18160, Private, Some-college,44
18161, ?, HS-grad,51
18162, Self-emp-not-inc, HS-grad,41
18163, Local-gov, Assoc-acdm,22
18164, ?, Some-college,36
18165, Private, 11th,18
18166, Local-gov, 10th,33
18167, Local-gov, Bachelors,46
18168, Private, 11th,49
18169, State-gov, HS-grad,41
18170, Private, Some-college,52
18171, Private, Some-college,40
18172, Federal-gov, Some-college,53
18173, Self-emp-not-inc, HS-grad,45
18174, Local-gov, 10th,30
18175, Private, HS-grad,56
18176, Private, HS-grad,24
18177, Self-emp-not-inc, 7th-8th,71
18178, Self-emp-not-inc, HS-grad,20
18179, Private, Bachelors,26
18180, Private, HS-grad,34
18181, ?, 9th,36
18182, Private, HS-grad,49
18183, Private, Doctorate,48
18184, Private, HS-grad,22
18185, Private, Some-college,30
18186, Private, HS-grad,51
18187, Private, Some-college,46
18188, Self-emp-inc, HS-grad,32
18189, Private, Prof-school,42
18190, State-gov, Some-college,52
18191, Private, HS-grad,57
18192, Private, Some-college,35
18193, Private, Masters,52
18194, ?, 9th,59
18195, Private, Some-college,36
18196, Private, Some-college,33
18197, Local-gov, HS-grad,67
18198, Self-emp-not-inc, Some-college,31
18199, Private, HS-grad,31
18200, Private, Some-college,28
18201, ?, 7th-8th,72
18202, Private, HS-grad,36
18203, Self-emp-not-inc, HS-grad,58
18204, Private, HS-grad,56
18205, Private, Some-college,35
18206, Private, Assoc-voc,37
18207, Private, Bachelors,44
18208, Private, HS-grad,26
18209, Private, HS-grad,51
18210, Private, Some-college,31
18211, Private, Some-college,30
18212, Private, Some-college,20
18213, Private, Some-college,21
18214, Private, Bachelors,37
18215, State-gov, Assoc-voc,53
18216, Private, HS-grad,54
18217, ?, Bachelors,32
18218, ?, Some-college,34
18219, Private, Bachelors,30
18220, State-gov, HS-grad,43
18221, Private, Assoc-voc,48
18222, Self-emp-not-inc, Bachelors,42
18223, Private, HS-grad,62
18224, Private, HS-grad,31
18225, Private, HS-grad,22
18226, Private, Bachelors,45
18227, Private, Some-college,34
18228, Private, HS-grad,64
18229, Self-emp-not-inc, Bachelors,42
18230, Self-emp-not-inc, HS-grad,60
18231, Private, HS-grad,44
18232, ?, 7th-8th,67
18233, Private, Assoc-acdm,45
18234, Self-emp-not-inc, Prof-school,53
18235, Private, Assoc-voc,37
18236, ?, 10th,32
18237, Private, HS-grad,23
18238, Private, Bachelors,28
18239, Private, 7th-8th,55
18240, Private, Masters,58
18241, Self-emp-inc, Some-college,74
18242, Private, HS-grad,27
18243, Private, HS-grad,37
18244, ?, Some-college,22
18245, Self-emp-not-inc, 10th,44
18246, Private, Assoc-acdm,23
18247, Private, Bachelors,41
18248, Private, Some-college,45
18249, Private, HS-grad,29
18250, Private, Bachelors,33
18251, Local-gov, Masters,61
18252, Private, Assoc-acdm,29
18253, Private, Some-college,22
18254, Private, 9th,28
18255, Private, Bachelors,30
18256, Private, Some-college,20
18257, ?, 10th,28
18258, Private, HS-grad,45
18259, ?, Some-college,19
18260, Private, Assoc-acdm,42
18261, Private, HS-grad,34
18262, Private, Bachelors,31
18263, Private, Bachelors,23
18264, Private, HS-grad,50
18265, Private, 10th,40
18266, Private, HS-grad,57
18267, Private, Some-college,35
18268, Private, Bachelors,24
18269, Private, Some-college,27
18270, Local-gov, Some-college,27
18271, Self-emp-inc, HS-grad,45
18272, Private, Doctorate,80
18273, State-gov, Some-college,23
18274, Private, Some-college,46
18275, Private, Bachelors,38
18276, Private, HS-grad,50
18277, Private, Bachelors,90
18278, Private, Some-college,55
18279, Private, HS-grad,72
18280, Private, Some-college,65
18281, Private, 10th,37
18282, State-gov, HS-grad,39
18283, Private, Assoc-voc,38
18284, Private, Some-college,46
18285, Private, HS-grad,50
18286, Private, Assoc-acdm,54
18287, Private, Masters,40
18288, Private, 7th-8th,30
18289, Private, HS-grad,50
18290, Private, Some-college,28
18291, Private, Assoc-voc,34
18292, Private, HS-grad,55
18293, Private, HS-grad,20
18294, ?, Some-college,19
18295, Private, Some-college,21
18296, Private, Some-college,39
18297, Private, HS-grad,43
18298, Local-gov, HS-grad,33
18299, Private, Some-college,26
18300, State-gov, Doctorate,45
18301, State-gov, Some-college,31
18302, Private, 5th-6th,32
18303, Self-emp-not-inc, HS-grad,60
18304, Private, HS-grad,41
18305, Private, Some-college,21
18306, Private, Some-college,27
18307, Private, 5th-6th,33
18308, Private, HS-grad,43
18309, Private, 11th,27
18310, Self-emp-not-inc, 10th,18
18311, Self-emp-not-inc, Some-college,48
18312, Private, 7th-8th,37
18313, Private, HS-grad,58
18314, Private, 12th,57
18315, Local-gov, Bachelors,42
18316, Private, HS-grad,24
18317, Private, Bachelors,26
18318, Self-emp-inc, HS-grad,43
18319, Private, 11th,34
18320, Private, Bachelors,38
18321, Self-emp-not-inc, 11th,51
18322, ?, HS-grad,31
18323, Self-emp-not-inc, Doctorate,49
18324, Private, Bachelors,26
18325, Private, HS-grad,28
18326, Federal-gov, Some-college,22
18327, Private, HS-grad,26
18328, Private, 9th,45
18329, Private, Some-college,39
18330, Private, HS-grad,23
18331, ?, HS-grad,62
18332, Local-gov, Bachelors,42
18333, Federal-gov, HS-grad,39
18334, Federal-gov, Assoc-voc,43
18335, Self-emp-not-inc, Some-college,33
18336, State-gov, Bachelors,68
18337, ?, Masters,30
18338, Private, Bachelors,32
18339, Private, Some-college,25
18340, Private, 5th-6th,53
18341, Private, Assoc-voc,38
18342, ?, HS-grad,62
18343, Private, HS-grad,20
18344, Private, HS-grad,26
18345, Private, HS-grad,23
18346, State-gov, HS-grad,43
18347, State-gov, Some-college,29
18348, Private, 10th,34
18349, Private, Some-college,24
18350, Local-gov, Masters,44
18351, Private, Some-college,19
18352, Private, Bachelors,47
18353, Private, Some-college,40
18354, Private, HS-grad,45
18355, Private, HS-grad,43
18356, ?, 9th,22
18357, Private, Doctorate,50
18358, ?, Some-college,72
18359, Private, Bachelors,29
18360, Private, Bachelors,47
18361, Private, HS-grad,24
18362, ?, Some-college,22
18363, Private, HS-grad,21
18364, Self-emp-not-inc, HS-grad,30
18365, Private, Some-college,37
18366, Self-emp-not-inc, Prof-school,74
18367, Self-emp-not-inc, Some-college,70
18368, Private, Assoc-voc,27
18369, Local-gov, Bachelors,32
18370, Private, 11th,30
18371, Local-gov, Assoc-voc,29
18372, Private, 11th,18
18373, Private, HS-grad,31
18374, State-gov, Some-college,39
18375, Private, Some-college,21
18376, Private, HS-grad,31
18377, Local-gov, Some-college,33
18378, Private, Prof-school,39
18379, Private, HS-grad,29
18380, Private, Some-college,34
18381, State-gov, Bachelors,52
18382, Private, HS-grad,35
18383, Private, 10th,33
18384, ?, 9th,40
18385, Private, Bachelors,43
18386, ?, 1st-4th,66
18387, Local-gov, Bachelors,51
18388, Private, HS-grad,36
18389, Local-gov, 11th,17
18390, Private, HS-grad,32
18391, Private, HS-grad,39
18392, Self-emp-inc, Some-college,19
18393, Private, 11th,54
18394, Private, Bachelors,45
18395, Local-gov, Bachelors,47
18396, Self-emp-not-inc, HS-grad,49
18397, Private, HS-grad,32
18398, Self-emp-inc, HS-grad,28
18399, Self-emp-inc, Bachelors,39
18400, Self-emp-inc, HS-grad,27
18401, Local-gov, Masters,42
18402, Private, Bachelors,24
18403, Private, Bachelors,45
18404, Private, HS-grad,19
18405, Private, 10th,46
18406, Private, HS-grad,50
18407, Private, HS-grad,32
18408, Self-emp-inc, Prof-school,47
18409, ?, Bachelors,69
18410, Self-emp-not-inc, HS-grad,43
18411, Private, Bachelors,29
18412, Federal-gov, Prof-school,43
18413, Private, Bachelors,90
18414, Private, Prof-school,41
18415, Private, Preschool,24
18416, Private, Some-college,24
18417, Private, Some-college,24
18418, Private, HS-grad,35
18419, Private, Bachelors,30
18420, Private, Bachelors,46
18421, Local-gov, Some-college,19
18422, Private, 9th,39
18423, Private, HS-grad,43
18424, Private, HS-grad,35
18425, Private, HS-grad,65
18426, Private, HS-grad,34
18427, Private, Assoc-voc,41
18428, Self-emp-not-inc, Some-college,24
18429, Private, HS-grad,24
18430, Self-emp-inc, Masters,34
18431, Private, HS-grad,33
18432, Private, HS-grad,37
18433, Self-emp-not-inc, HS-grad,39
18434, Private, HS-grad,58
18435, Self-emp-not-inc, HS-grad,36
18436, Federal-gov, Some-college,33
18437, Local-gov, Masters,42
18438, Private, Some-college,31
18439, Private, HS-grad,57
18440, Federal-gov, HS-grad,67
18441, Private, HS-grad,23
18442, Private, Some-college,35
18443, Private, Bachelors,43
18444, Self-emp-not-inc, Some-college,39
18445, Private, HS-grad,36
18446, Local-gov, Assoc-acdm,29
18447, Private, HS-grad,25
18448, Private, 10th,54
18449, Private, HS-grad,24
18450, Self-emp-inc, Bachelors,50
18451, Private, 10th,70
18452, Private, Bachelors,61
18453, Federal-gov, Bachelors,51
18454, Self-emp-not-inc, Masters,38
18455, Private, HS-grad,51
18456, Private, HS-grad,28
18457, Self-emp-not-inc, Prof-school,66
18458, Self-emp-inc, HS-grad,57
18459, Self-emp-inc, Bachelors,44
18460, Private, Some-college,29
18461, Private, Some-college,21
18462, Private, 10th,42
18463, Private, Prof-school,74
18464, Private, Some-college,50
18465, Private, HS-grad,65
18466, ?, HS-grad,64
18467, Private, 11th,44
18468, Private, Assoc-voc,34
18469, Private, 10th,17
18470, ?, 10th,17
18471, Private, Some-college,43
18472, Private, Assoc-acdm,32
18473, Private, Bachelors,54
18474, Private, Some-college,20
18475, Private, Some-college,23
18476, Private, HS-grad,34
18477, Private, Some-college,30
18478, Private, 7th-8th,32
18479, Private, Bachelors,40
18480, Private, Some-college,28
18481, Private, HS-grad,44
18482, Local-gov, Assoc-voc,29
18483, Private, Doctorate,28
18484, Private, Some-college,37
18485, Self-emp-inc, Some-college,56
18486, Private, Bachelors,27
18487, Private, HS-grad,34
18488, Private, HS-grad,37
18489, Self-emp-not-inc, Bachelors,66
18490, Private, HS-grad,19
18491, Private, Assoc-voc,60
18492, Self-emp-not-inc, Some-college,54
18493, Private, HS-grad,47
18494, Private, Some-college,47
18495, Self-emp-inc, Assoc-voc,48
18496, ?, HS-grad,57
18497, Self-emp-inc, Some-college,50
18498, Private, 9th,62
18499, Private, Some-college,45
18500, Local-gov, HS-grad,55
18501, Private, HS-grad,62
18502, Private, 10th,25
18503, Private, 11th,49
18504, State-gov, Some-college,32
18505, Federal-gov, HS-grad,25
18506, Private, Some-college,39
18507, Local-gov, Some-college,27
18508, Private, HS-grad,43
18509, Private, HS-grad,30
18510, Private, Some-college,21
18511, Private, Prof-school,33
18512, Private, Some-college,33
18513, Private, 11th,33
18514, Private, 7th-8th,70
18515, Private, Some-college,25
18516, Private, 11th,17
18517, Private, Some-college,20
18518, Private, Some-college,19
18519, Federal-gov, Some-college,71
18520, Private, Assoc-acdm,31
18521, Private, Bachelors,26
18522, Private, Masters,52
18523, Private, Bachelors,26
18524, Private, HS-grad,38
18525, Private, Some-college,25
18526, Private, Bachelors,22
18527, State-gov, Some-college,48
18528, Private, HS-grad,53
18529, Self-emp-not-inc, Assoc-acdm,30
18530, Private, Some-college,44
18531, Federal-gov, Bachelors,32
18532, Self-emp-not-inc, 11th,59
18533, Private, Some-college,49
18534, ?, HS-grad,65
18535, Private, HS-grad,31
18536, Private, 5th-6th,53
18537, Private, 9th,44
18538, Private, Bachelors,36
18539, Private, HS-grad,36
18540, Private, 9th,37
18541, ?, Bachelors,63
18542, Self-emp-inc, HS-grad,67
18543, Private, Bachelors,29
18544, Private, HS-grad,52
18545, Private, HS-grad,37
18546, Private, Some-college,21
18547, Private, Some-college,36
18548, Private, HS-grad,24
18549, Private, HS-grad,31
18550, Federal-gov, HS-grad,54
18551, Private, Bachelors,44
18552, Private, Some-college,18
18553, Private, HS-grad,41
18554, Self-emp-inc, Masters,37
18555, Private, HS-grad,30
18556, State-gov, Bachelors,26
18557, Self-emp-not-inc, Doctorate,68
18558, Private, Some-college,31
18559, Private, HS-grad,48
18560, ?, HS-grad,80
18561, Private, Some-college,26
18562, Private, 9th,63
18563, Private, Some-college,19
18564, ?, Some-college,30
18565, Self-emp-inc, HS-grad,42
18566, Federal-gov, Assoc-acdm,64
18567, Private, Bachelors,32
18568, Private, HS-grad,50
18569, Private, HS-grad,73
18570, Private, Bachelors,32
18571, Private, Some-college,53
18572, Private, Bachelors,58
18573, Local-gov, Some-college,37
18574, Private, Some-college,24
18575, Private, Bachelors,53
18576, Private, Some-college,23
18577, ?, Assoc-acdm,42
18578, Private, HS-grad,30
18579, Private, Bachelors,38
18580, Private, HS-grad,28
18581, Private, 12th,19
18582, Private, HS-grad,45
18583, Private, Bachelors,26
18584, Private, 9th,33
18585, Private, HS-grad,29
18586, Private, Masters,54
18587, Private, Some-college,23
18588, Self-emp-inc, HS-grad,43
18589, Private, 9th,37
18590, Private, 7th-8th,31
18591, Self-emp-inc, 12th,56
18592, Private, 11th,25
18593, Private, 11th,17
18594, Private, HS-grad,37
18595, Private, Assoc-voc,60
18596, Federal-gov, Bachelors,59
18597, Federal-gov, HS-grad,59
18598, Self-emp-not-inc, Prof-school,46
18599, ?, HS-grad,28
18600, ?, HS-grad,33
18601, Private, HS-grad,24
18602, Private, HS-grad,29
18603, Self-emp-not-inc, Assoc-voc,33
18604, ?, HS-grad,29
18605, State-gov, Some-college,23
18606, Private, Some-college,20
18607, Private, HS-grad,60
18608, Private, 10th,44
18609, Private, HS-grad,18
18610, Federal-gov, 12th,52
18611, Private, HS-grad,31
18612, Private, Bachelors,30
18613, Private, HS-grad,33
18614, Private, Some-college,20
18615, ?, Bachelors,27
18616, Private, Assoc-voc,33
18617, Private, HS-grad,25
18618, Private, HS-grad,63
18619, Self-emp-not-inc, Some-college,63
18620, Private, HS-grad,43
18621, Private, 11th,58
18622, ?, Assoc-voc,70
18623, Private, Assoc-voc,35
18624, Private, Some-college,42
18625, Local-gov, Some-college,20
18626, Private, HS-grad,35
18627, Private, 9th,62
18628, Private, HS-grad,41
18629, Self-emp-not-inc, Bachelors,43
18630, Private, 12th,19
18631, Private, HS-grad,46
18632, Private, Bachelors,47
18633, Self-emp-not-inc, Bachelors,36
18634, Private, Assoc-acdm,45
18635, Private, 10th,48
18636, Private, Assoc-acdm,29
18637, State-gov, Bachelors,48
18638, Private, HS-grad,36
18639, Private, 11th,58
18640, Private, HS-grad,43
18641, Private, Bachelors,59
18642, Private, Bachelors,42
18643, Federal-gov, Assoc-voc,33
18644, Federal-gov, Some-college,23
18645, Private, Some-college,21
18646, Private, 5th-6th,48
18647, Local-gov, HS-grad,32
18648, Private, Some-college,31
18649, Local-gov, Masters,66
18650, Local-gov, Bachelors,23
18651, Private, Some-college,52
18652, Private, 11th,17
18653, Private, Some-college,35
18654, Private, Doctorate,39
18655, ?, Some-college,21
18656, Private, Some-college,24
18657, Private, HS-grad,45
18658, Private, HS-grad,25
18659, Federal-gov, Bachelors,29
18660, Private, Bachelors,56
18661, Self-emp-not-inc, HS-grad,34
18662, Local-gov, HS-grad,64
18663, Private, HS-grad,27
18664, Private, HS-grad,47
18665, Private, Bachelors,36
18666, Federal-gov, HS-grad,44
18667, Private, HS-grad,31
18668, Private, HS-grad,23
18669, Local-gov, Some-college,45
18670, Local-gov, HS-grad,31
18671, Private, 10th,45
18672, Private, HS-grad,42
18673, Private, Assoc-acdm,33
18674, Local-gov, Masters,33
18675, Self-emp-not-inc, Some-college,30
18676, Private, Some-college,25
18677, Private, Masters,33
18678, Self-emp-not-inc, Masters,70
18679, Private, 9th,22
18680, Private, Bachelors,30
18681, Private, Assoc-acdm,46
18682, Self-emp-not-inc, 12th,43
18683, Private, 7th-8th,37
18684, Self-emp-inc, Some-college,59
18685, Self-emp-not-inc, HS-grad,51
18686, Private, Bachelors,47
18687, Private, Some-college,36
18688, Local-gov, 5th-6th,73
18689, Local-gov, Masters,32
18690, Private, HS-grad,34
18691, Local-gov, HS-grad,51
18692, Private, HS-grad,20
18693, Private, Some-college,57
18694, Private, Some-college,19
18695, Private, 12th,45
18696, Private, 10th,55
18697, Private, Some-college,60
18698, Private, HS-grad,19
18699, Private, HS-grad,35
18700, Private, HS-grad,20
18701, Local-gov, Bachelors,34
18702, Private, Prof-school,26
18703, Federal-gov, Some-college,73
18704, Private, Masters,27
18705, Self-emp-not-inc, Assoc-voc,37
18706, Self-emp-not-inc, HS-grad,73
18707, Federal-gov, Assoc-voc,46
18708, Local-gov, HS-grad,36
18709, Self-emp-not-inc, HS-grad,54
18710, Private, 11th,49
18711, Local-gov, HS-grad,68
18712, Private, Bachelors,34
18713, Private, Assoc-voc,30
18714, Private, Bachelors,28
18715, Private, 11th,28
18716, Local-gov, Some-college,25
18717, Private, Some-college,26
18718, Private, Some-college,40
18719, Local-gov, HS-grad,32
18720, ?, 11th,60
18721, Private, 12th,18
18722, Private, Bachelors,36
18723, Private, Bachelors,26
18724, Private, HS-grad,24
18725, Local-gov, HS-grad,90
18726, Private, Some-college,20
18727, Private, Bachelors,27
18728, Local-gov, Bachelors,58
18729, Private, Masters,37
18730, ?, HS-grad,65
18731, Private, HS-grad,28
18732, Local-gov, Bachelors,36
18733, Local-gov, HS-grad,45
18734, Private, HS-grad,23
18735, Local-gov, HS-grad,69
18736, Self-emp-not-inc, HS-grad,58
18737, Private, HS-grad,22
18738, Self-emp-not-inc, Bachelors,58
18739, Federal-gov, Some-college,53
18740, Self-emp-inc, HS-grad,44
18741, Private, 10th,31
18742, Private, Bachelors,46
18743, Private, HS-grad,48
18744, Federal-gov, Some-college,46
18745, Private, 9th,43
18746, Private, Some-college,43
18747, Self-emp-inc, 10th,17
18748, Private, Some-college,20
18749, Private, Some-college,22
18750, ?, Some-college,19
18751, Private, Some-college,35
18752, Private, Bachelors,29
18753, ?, Some-college,18
18754, Private, HS-grad,25
18755, Private, 10th,54
18756, Private, Some-college,23
18757, Private, 5th-6th,36
18758, Self-emp-not-inc, HS-grad,26
18759, Local-gov, HS-grad,25
18760, Private, 9th,46
18761, Private, Some-college,41
18762, Private, HS-grad,31
18763, Federal-gov, Masters,48
18764, Self-emp-inc, Masters,52
18765, Federal-gov, HS-grad,22
18766, Private, HS-grad,18
18767, Private, Some-college,46
18768, Local-gov, Some-college,34
18769, Federal-gov, HS-grad,30
18770, Private, 11th,31
18771, Private, HS-grad,21
18772, Self-emp-not-inc, HS-grad,41
18773, State-gov, Bachelors,45
18774, State-gov, Bachelors,30
18775, Private, 9th,21
18776, Private, Some-college,44
18777, Private, 11th,54
18778, Private, HS-grad,36
18779, Private, Bachelors,50
18780, Private, Bachelors,26
18781, Local-gov, Prof-school,47
18782, Private, HS-grad,36
18783, Self-emp-not-inc, Some-college,32
18784, Private, 10th,21
18785, Private, HS-grad,30
18786, Private, HS-grad,34
18787, Private, HS-grad,51
18788, Self-emp-not-inc, 10th,55
18789, Private, Some-college,43
